test_case,resource_id,resource_title,resource_description,resource_type,resource_source,resource_category,resource_topics,resource_recommend_if,resource_state,resource_organization,resource_default_navigator_note,similarity_score
Get an IEP from school,,Northern Light Health Behavioral Health Services,"A directory of services, including therapy, groups, and other diagnostic and treatment options offered by Northern Light Health throughout Maine",Program,https://northernlighthealth.org/BehavioralServices,Treatment,"{, "", m, e, n, t, a, l,  , h, e, a, l, t, h, "", ,, n, e, u, r, o, d, e, v, e, l, o, p, m, e, n, t, a, l, ,, "", b, e, h, a, v, i, o, r, a, l,  , h, e, a, l, t, h, "", ,, d, i, a, g, n, o, s, i, s, ,, t, r, e, a, t, m, e, n, t, ,, g, r, o, u, p, s, }",,Maine,Northern Light Health,"This is a directory of behavioral health services, including therapy, groups, and other diagnostic and treatment options offered by Northern Light Health throughout Maine",0.1561
Get an IEP from school,,Rural Mental Health Care in the U.S. ,The history of rural mental health care in the U.S. from 2006-2022. Provides an overview of the field and an annotated bibliography. ,Article,https://www.wiche.edu/wp-content/uploads/2024/05/WCE_RuralMentalHealth_050824_FullDoc.pdf,Mental Health,"{, "", M, e, n, t, a, l,  , H, e, a, l, t, h, "", ,, "", S, u, b, s, t, a, n, c, e,  , U, s, e, "", }","Wanting to learn about rural mental health and the development of researching, policymaking, and service providing. ",,WICHE,,0.1558
Get an IEP from school,,"Adult Mental Health, Know When to get Help","Help understanding how mental health conditions are identified in adults - Patterns in thoughts, feelings and behaviors can suggest when to get help for yourself or someone you care about.",Article,https://www.mayoclinic.org/healthy-lifestyle/adult-health/in-depth/mental-health/art-20044098,Mental Health,"{, A, d, u, l, t, s, ,, S, e, l, f, -, D, i, s, c, o, v, e, r, y, }",Those who need help understanding how mental health conditions are identified in adults.,,Mayo Clinic,,0.1529
Get an IEP from school,,Ikigai Overview,"A framework for thinking about life's purpose, meaning, and your place in it",Article,https://psychsafety.com/ikigai/,Transitions,"{, S, e, l, f, -, d, i, s, c, o, v, e, r, y, ,, "", Y, o, u, n, g,  , A, d, u, l, t, s, "", ,, T, r, a, n, s, i, t, i, o, n, s, }","For caregivers of young adult children who are struggling with career decisions, life decisions, or existential questions",,,,0.1517
Get an IEP from school,,Video | What is Neurodiversity?,"A simple explainer video that describes Neurodiversity. People experience and interact with the world around them in many different ways; there is no one ""right"" way of thinking, learning, and behaving, and differences are not viewed as deficits.",Video,https://www.youtube.com/watch?v=xsfml3yVh1g&t=3s,Neurodiversity,"{, N, e, u, r, o, d, i, v, e, r, s, i, t, y, ,, N, e, u, r, o, d, e, v, e, l, o, p, m, e, n, t, a, l, }",For parents who are new to the term neurodiversity or have a child that is neurodiverse but is struggling to understand what that means,,,,0.1501
Get an IEP from school,,Diagnostic and Statistical Manual of Mental Disorders (DSM-5-TR),"Resources and text about mental disorders (DSM-5-TR) with review of the impact of racism and discrimination on the diagnosis and manifestations of mental disorders. It helps define and classify mental disorders, which can improve diagnoses, treatment, and research.",Tool,https://www.psychiatry.org/psychiatrists/practice/dsm,Mental Health,"{, D, i, s, o, r, d, e, r, s, ,, D, i, r, e, c, t, o, r, i, e, s, }",Parents who want to learn more about (DSM-5-TR).,,American Psychiatric Association ,,0.1416
Get an IEP from school,,Cornerstones of Maine,"Young adult residential, transitional living, and aftercare programs with residences in Biddeford, Kennebunkport, and Portland",Program,https://cornerstonesofmaine.com/,Transitions,"{, }","Young adults are in need of 24/7 care, supervised living after residential care, or are struggling to ""launch"" ",,,,0.1365
Get an IEP from school,,What is Neurodiversity? | Harvard Medical,"An article describing Neurodiversity, which describes the idea that people experience and interact with the world around them in many different ways; there is no one ""right"" way of thinking, learning, and behaving, and differences are not viewed as deficits.",Article,https://www.health.harvard.edu/blog/what-is-neurodiversity-202111232645,Neurodiversity,"{, N, e, u, r, o, d, i, v, e, r, s, i, t, y, ,, N, e, u, r, o, d, e, v, e, l, o, p, m, e, n, t, a, l, }",For parents who are new to the term neurodiversity or have a child that is neurodiverse but is struggling to understand what that means,,,,0.1357
Get an IEP from school,,Rural Mental Health,Learning about the struggles and challenges of mental health in rural communities and frequently asked questions about mental health resources in these areas. ,Website,https://www.ruralhealthinfo.org/topics/mental-health,Mental Health,"{, S, u, i, c, i, d, e, ,, S, t, a, t, i, s, t, i, c, s, }",Those facing mental health struggles who live in rural areas. ,,Rural Health Information Hub,,0.1272
Get an IEP from school,,Kennebec Valley Community Action Program (KVCAP),"Nonprofit organization serving Kennebec, Lincoln, Sagadahoc, and Somerset Counties with a mission to prevent, reduce, or end poverty. Helps families find community-based services for living.",Organization,https://www.kvcap.org/,Social Services,"{, }","Parents have children in Maine's Kennebec, Lincoln, Sagadahoc, or Somerset Counties and are looking for support services",,,,0.1267
Get an IEP from school,,Virtual Recovery Resources | SAMHSA,"A PDF list of virtual recovery programs and resources for a wide variety of challenges, including Alcohol Abuse, Marijuana Abuse, Mental Illness, and other.",Article,https://www.samhsa.gov/sites/default/files/virtual-recovery-resources.pdf,Treatment,"{, "", S, u, b, s, t, a, n, c, e,  , A, b, u, s, e, "", ,, R, e, c, o, v, e, r, y, ,, "", M, e, n, t, a, l,  , H, e, a, l, t, h, "", ,, "", V, i, r, t, u, a, l,  , P, r, o, g, r, a, m, s, "", }",For young adults struggling with substance abuse,,,,0.1242
Get an IEP from school,,Alcohol Use Disorder | Standard of Care,"An article describing the standard of care treatment for Alcohol Use Disorder, which includes recommended treatment for varying levels of severity of Alcohol Use Disorder.",Article,https://www.ncbi.nlm.nih.gov/books/NBK561234/,Treatment,"{, "", A, l, c, o, h, o, l,  , U, s, e,  , D, i, s, o, r, d, e, r, "", ,, "", S, u, b, s, t, a, n, c, e,  , A, b, u, s, e, "", ,, T, r, e, a, t, m, e, n, t, }",For parents of young adults with alcohol use disorder looking to better understand treatment options,,,,0.1221
Get an IEP from school,,American Society of Addiction Medicine (ASAM) Care Levels,"Comprehensive set of standards for placement, continued service, and transfer of patients with addiction and co-occurring conditions.",Website,https://www.asam.org/asam-criteria/about-the-asam-criteria,Substance Abuse,"{, A, d, d, i, c, t, i, o, n, }",Those who want to learn about addiction and standards for placement and care of patients. ,,American Society of Addiction Medicine ,,0.0725
